11,KuhBar,12:00-19:00,+41 81 378 84 4,tschuggenhuette@arosabergbahnen.ch,https://www.kuhbar-arosa.ch,Restaurant_Lenzerheide_Bild/KuhbarArosa_16815121.png,55,010100002008080000080DC6ECD3214541318CC4F90D0F3241
12,Carmennahütte Arosa,10:00-17:00,+41 81 377 22 9,info@carmennahuette.ch,https://www.carmennahuette.ch,Restaurant_Lenzerheide_Bild/Liegestuehle_413315.png,55,010100002008080000B797EDD5831E4541DFFD56CFBB0D3241
13,AlpArosa,09:00-16:30, +41 81 330 30 ,info@alparosa.ch,https://winter.alparosa.ch/home,Restaurant_Lenzerheide_Bild/Alp Arosa_4069330.png,55,01010000200808000063F25654CA204541E3C4F2A3990F3241
14,The Basement,18:00-22:00,+41 81 378 99 9,info@tschuggen.ch,https://tschuggencollection.ch/de/hotel/tschuggen-grand-hotel,Restaurant_Lenzerheide_Bild/The_Basement_Tschuggen_Arosa-1000_16129588.png,55,010100002008080000C1DD1C10D5224541551BE02A9D0D3241
15,360° Panoramarestaurant Weisshorngipfel,09:15-16:30,+41 81 378 84 0,weisshorngipfel@arosabergbahnen.ch,https://arosaberggastro.ch/weisshorngipfel/,Restaurant_Lenzerheide_Bild/WI_350265.png,55,01010000200808000085DF151E211E454122509BA383123241
16,Tschuggenhütte Arosa,09:00-17:00,+41 81 378 84 4,tschuggenhuette@arosabergbahnen.ch,https://arosaberggastro.ch/tschuggenhuette/,Restaurant_Lenzerheide_Bild/Tschuggenhuette 3_11512537.png,55,0101000020080800006FE17805D8214541B6D46C04EF0E3241
17,Sattelhütte,08:30-17:00,+41 81 378 84 0,sattelhuette@arosabergbahnen.ch,https://arosaberggastro.ch/sattelhuette/,Restaurant_Lenzerheide_Bild/Huette_362952.png,55,010100002008080000561BA64A831F4541984BD9AFC6143241
18,Bergrestaurant Brüggerstuba,09:00-17:00,+41 81 378 84 2,brueggerstuba@arosabergbahnen.ch,https://arosaberggastro.ch/brueggerstuba/,Restaurant_Lenzerheide_Bild/Brueggerstuba 2_8402450.png,55,010100002008080000F57840B2E62145418AC7DD3067113241
19,Hörnlihütte Arosa,09:00-16:30,+41 81 377 15 0,reservation@hoernliarosa.ch,https://hörnliarosa.ch,Restaurant_Lenzerheide_Bild/Hoernlihuette Winter_12301676.png,55,010100002008080000DE90DAC1851B4541546A9703FC083241
20,SIT-Hütte,09:00-16:30,+41 79 407 89 3,arosa@sit-huette.ch,https://www.sit-huette.ch,Restaurant_Lenzerheide_Bild/SIT-Huette by night_229130.png,55,01010000200808000024FA472605224541A516CF6122103241
21,Prätschalp Beizli,10:30-16:30,+41 79 669 54 4,mueller.andre@chur.ch,https://www.praetschalpbeizli.ch,Restaurant_Lenzerheide_Bild/Praetschalp_5067868.png,55,0101000020080800004C263F87C7244541D54577C5D7193241
22,Sonnenterasse,11:00-17:00,+41 81 378 80 8,info@praetschli.ch,https://praetschli.ch,Restaurant_Lenzerheide_Bild/Praetschli-Terrasse_15782041.png,55,010100002008080000801AF247AC23454114AB869B98133241
23,Sternebar & Foodtruck,09:00-17:00,+41 81 378 84 2,brueggerstuba@arosabergbahnen.ch,https://arosaberggastro.ch/brueggerstuba/,Restaurant_Lenzerheide_Bild/Sternebar 2_8402445.png,55,0101000020080800004100CBE9C221454146CDBF0362113241
24,Berghotel Restaurant Sartons,08:00-22:00,+41 81 384 11 9,info@berghotelsartons.ch,https://www.berghotelsartons.ch,Restaurant_Lenzerheide_Bild/Sartons im Winter 2_386214.png,55,0101000020080800007CB9BBF5B71045412F1A7AB78E023241
25,Restaurant Portal,08:00-17:30,+41 81 356 20 3,portalrestaurant@pradaschier.ch,https://www.pradaschier.ch/restaurant-portal/,Restaurant_Lenzerheide_Bild/Restaurant Portal Winter_9880639.png,55,010100002008080000DCEC8526D00F454189F9705A820C3241
26,Bergrestaurant Pradaschier,08:30-16:30,+41 81 356 21 7,bergrestaurant@pradaschier.ch,https://www.pradaschier.ch,Restaurant_Lenzerheide_Bild/Pradaschier_Web-7767_17083805.png,55,0101000020080800009F997193780C45416990835BCE0E3241
27,June Hütte,08:30-16:00,+41 76 322 58 6,,https://www.acla-grischuna.ch/june-huette/,Restaurant_Lenzerheide_Bild/June Huette Winter_226910.png,55,01010000200808000032BED98DED0B4541C30E1F6560F53141
28,Alphütta Fops,10:00-16:30,+41 78 797 08 0,alpfops@hotmail.de,,Restaurant_Lenzerheide_Bild/Alp Fops Huettenbereich_227719.png,55,0101000020080800000217336F720D4541240738A318F23141
29,Marola Hütte,08:00-17:00,+41 81 384 12 8,info@tgantieni.ch,https://www.tgantieni.ch/de/,Restaurant_Lenzerheide_Bild/Marola Bankett_369487.png,55,010100002008080000E5A6114A040E45418BB86B59F6F33141
30,Berggasthaus Restaurant Crest`Ota,10:00-18:00,+41 81 384 23 8,mail@crestota.ch,https://crestota.ch,Restaurant_Lenzerheide_Bild/Cresta Ota.png,55,010100002008080000A4545AF5DB124541603F70E0A7F93141
31,Bergrestaurant Acla Grischuna,08:30-17:00,+41 81 384 13 6,acla@spin.ch,https://www.acla-grischuna.ch,Restaurant_Lenzerheide_Bild/Alca Grischuna.png,55,010100002008080000E405E7069C0E4541CB6F086C55F43141
32,Hotel Restaurant Dieschen,11:00-21:00,+41 81 385 20 2,info@hotel-dieschen.ch,https://hotel-dieschen.ch,Restaurant_Lenzerheide_Bild/Saal im Hotel Restaurant Dieschen_355356.png,55,01010000200808000072D6BDD7641245417A6A52648FFB3141
33,PRIVÀ Gastronomia,07:30-22:00,+41 81 382 06 0,info@privalodge.ch,https://www.privalodge.ch,Restaurant_Lenzerheide_Bild/PRIVA Gastronomia_9845169.png,55,0101000020080800002FC0508F5E1245414A80F5ECF6FA3141
34,Restaurant Stätz-Damiez,09:00-17:00,+41 81 382 15 0,info@staetz-damiez.ch,http://www.staetz-damiez.ch/,Restaurant_Lenzerheide_Bild/Gruppenunterkunft Staetz Damiez Sommer_6706260.png,55,0101000020080800004032E73B980F45415760214F7D043241
35,Stivetta im stettli,11:00-22:00,+41 81 254 37 1,info@stettli.ch,https://stettli.ch/gastronomie/,Restaurant_Lenzerheide_Bild/stettli_Image_14-1.png,55,01010000200808000075B783D38D11454186B229FC24093241
36,Restaurant Tschugga,10:00-22:00,+41 81 382 15 5,info@restaurant-tschugga.com,http://www.restaurant-tschugga.com/,Restaurant_Lenzerheide_Bild/Tschugga Parpan_12415147.png,55,0101000020080800002B8C5F64D8134541850B86A114083241
37,Restaurant Berghotel Tgantieni,08:00-22:00,+41 81 384 12 8,info@tgantieni.ch,http://www.tgantieni.ch/,Restaurant_Lenzerheide_Bild/Bild 3_6500454.png,55,010100002008080000E015D464060E45414AE64681F0F33141
38,Sunna Bar,,+41 79 615 04 5,theo.hemmi@bluewin.ch,,Restaurant_Lenzerheide_Bild/Sunna Bar in Lenzerheide_12347671.png,55,0101000020080800008AD7F490740E4541C436918503F43141
39,Gourmet Restaurant Guarda Val,11:30-14:00,+41 81 385 85 8,hotel@guardaval.ch,http://www.guardaval.ch/,Restaurant_Lenzerheide_Bild/Hauptbild_4553957.png,55,0101000020080800000E7E14C7041045418A044C13F1EF3141
40,Restaurant Alpina Stuba,18:00-21:30,+41 81 382 01 0,info@hotelalpinaparpan.ch,http://www.hotelalpinaparpan.ch/,Restaurant_Lenzerheide_Bild/AlpinaStuba_04_byFZs.png,55,010100002008080000DE8C08D3C11245418E67812548043241
41,Rodler Bar,15:00-23:00,+41 81 356 21 6,viva@rodlerbar.ch,https://www.rodlerbar.ch/,Restaurant_Lenzerheide_Bild/Rodler Bar Bar_8475460.png,55,0101000020080800008EF06E5C1E10454133C08CEF9F0C3241
42,Wanner Bar,10:30-17:00,+41 79 408 30 8,,http://www.wanner-bar.ch,Restaurant_Lenzerheide_Bild/Wannerbar am Heimberg_9155548.png,55,010100002008080000E3EE293DBC1345410D67A0BD8A043241
43,Freeride Bar,,+41 79 193 69 9,,http://www.freeridebar.ch/,Restaurant_Lenzerheide_Bild/Freeride Bar Ferienregion Lenzerheide_227171.png,55,010100002008080000E353F312D514454163274A54DD053241
44,Bergrestaurant Alp Nova,08:30-16:30,+41 81 385 51 2,alpnova@arosalenzerheide.swiss,http://www.alp-nova.ch/,Restaurant_Lenzerheide_Bild/Alp Nova Aussen 2_359089.png,55,0101000020080800004619CA58150D454158D2A97019F93141
45,Restaurant Scuntrada,08:00-16:00,+41 78 308 97 7,m_m.obermayr@me.com,,Restaurant_Lenzerheide_Bild/1_7666647.png,55,010100002008080000C4010C11DD1045410AAB321881F93141
46,Bergrestaurant Alp Stätz,09:00-17:00,+41 81 385 51 5,gastgeber@alp-staetz.ch,https://www.alp-staetz.ch/,Restaurant_Lenzerheide_Bild/Alp Staetz Terrasse_15823514.png,55,010100002008080000E41F4B74410F4541926D208AF7033241
47,Chilihütta,09:00-17:00,+41 77 440 31 8,chilihuetta@vogelgastro.ch,http://www.chilihuetta.ch/,Restaurant_Lenzerheide_Bild/Hauptbild_3027633.png,55,010100002008080000CDEBA057890F45416D8A8BCD72043241
48,Panoramarestaurant Rothorngipfel,08:45-17:00,+41 81 385 51 7,rothorn@huettenzauber.ch,http://www.huettenzauber.ch/de/restaurants/restaurant-rothorngipfel/restaurant,Restaurant_Lenzerheide_Bild/Panoramarestaurant Rothorngipfel_227494.png,55,0101000020080800001379596C4C1845412D3E9AC8D8FD3141
49,Goldgräber-Bar,08:30-17:00,+41 81 385 52 8,Scharmoin@arosalenzerheide.swiss,https://www.vistagroup.ch/restaurant-ascona/scharmoin,Restaurant_Lenzerheide_Bild/Goldgraeberbar_227656.png,55,010100002008080000FDA71AEECB14454176C3FDB3BFFD3141
50,zBAR,08:30-17:30,+41 81 385 52 0,Scharmoin@arosalenzerheide.swiss,https://www.vistagroup.ch/restaurant-ascona/scharmoin,Restaurant_Lenzerheide_Bild/images.png,55,0101000020080800009F19972D441245414DEB41EE5EFC3141
51,Motta Hütte,09:00-16:30,+41 81 385 51 6,restaurant.mottahuette@arosalenzerheide.swiss,https://www.vistagroup.ch/skihuette-lenzerheide,Restaurant_Lenzerheide_Bild/Motta Huette Lenzerheide im Winter_9735882.png,55,0101000020080800007DE7985F161745413FFE45F4A0053241
52,Kuhstall Schamuela,09:00-16:30,+41 81 384 11 1,schamuela@huettenzauber.ch,https://www.huettenzauber.ch/de/restaurants/schamuela,Restaurant_Lenzerheide_Bild/Restaurant Schamuela_16723699.png,55,010100002008080000C71E87833F0F45415D358A14B4003241
53,Restaurant Heimberg,08:30-17:00,+41 81 356 23 2,info@restaurant-heimberg.ch,http://www.restaurant-heimberg.ch/,Restaurant_Lenzerheide_Bild/Heimberg_Sommer_Terrasse_2017_17083807.png,55,01010000200808000075A1B4231E13454121224C0B02053241
54,Kiosk am Heimberg,09:00-16:30,+41 78 760 52 5,berggnuss@bluewin.ch,https://www.berggnuss.ch/de-de/winter-de#heimberg,Restaurant_Lenzerheide_Bild/1_6562936.png,55,010100002008080000B0D3BF5C271345415B5A67C5D4043241
55,Bergrestaurant Piz Scalottas,09:00-16:00,+41 81 385 51 1,bettina.bernhofer@arosalenzerheide.swiss,http://www.pizscalottas.ch/,Restaurant_Lenzerheide_Bild/Scalottas aussen Winter_891893.png,55,0101000020080800000718DA3E7E0B45412EB9B5EA0EF43141
56,Avant Clavo Bar & Grill,09:00-18:00,+41 79 700 78 9,avantclavo@gmx.ch,https://www.avantclavo.ch/,Restaurant_Lenzerheide_Bild/Avant Clavo Winter 2_228013.png,55,01010000200808000053105C3B1E10454155E753D7BFF83141
57,Freeflow @ Scharmoin,08:30-17:00,+41 81 385 51 8,Scharmoin@arosalenzerheide.swiss,https://www.vistagroup.ch/restaurant-ascona/scharmoin,Restaurant_Lenzerheide_Bild/Bergrestaurant Scharmoin Lenzerheide Winter_227362.png,55,010100002008080000EAAE460FBA1445413FCC13BE81FD3141
